concept_id,exam,dataset,varname,n_total,n_issues,examples,issue
LAB_COMMENTS,NA,NA,NA,NA,NA,"The variable type is listed as integer, suggesting this may be a coded rather than free-text comments field. Limited source descriptions. Available only at Exams H and I.",enrichment_unpublished
LAST_EXAM_DATE,NA,NA,NA,NA,NA,"This is an administrative reference date used to anchor recall questions, not a participant-reported outcome.",enrichment_unpublished
LAST_MEDICAL_HISTORY_UPDATE_DATE,NA,NA,NA,NA,NA,Administrative form metadata date. Exam J only.,enrichment_unpublished
LV_STROKE_VOLUME_MMODE,NA,NA,NA,NA,NA,"This concept shares identical varnames (HLSV, ILSV) with LV_STROKE_VOLUME, which also covers 3D and early exam variables for the same underlying construct. This concept is a duplicate subset. Recommend suppressing and consolidating under LV_STROKE_VOLUME.",enrichment_unpublished
MACHINE_ID,NA,NA,NA,NA,NA,Equipment identifier; not published per guidelines.,enrichment_unpublished
MED_ADHERENCE_EXAM_DATE,NA,NA,NA,NA,NA,"Form administration date; excluded from public dictionary. Note: varname E09EXDAT also appears as the source variable for MRI_EXAM_DATE at Exam E — these two concept_ids appear to share the same underlying variable, suggesting a possible misclustering or data dictionary error that should be investigated.",enrichment_unpublished
MICRO_RECEIVED_DATE,NA,NA,NA,NA,NA,Limited source descriptions. Process/administrative date; not a clinical measurement.,enrichment_unpublished
MRI_ACQUISITION_FORM_COMPLETION_DATE,NA,NA,NA,NA,NA,Form administration date — not recommended for public release.,enrichment_unpublished
MRI_EXAM_DATE,NA,NA,NA,NA,NA,Form administration date; excluded from public dictionary. CRITICAL: Varname E09EXDAT is identical to the varname used for MED_ADHERENCE_EXAM_DATE at Exam E. A single variable cannot simultaneously be an MRI form date and a medication adherence form date — this is a likely misclustering or data dictionary error that must be resolved before these concepts can be finalized.,enrichment_unpublished
MRI_INITIAL_CONTACT_STAFF_AND_VISIT,NA,NA,NA,NA,NA,Contains staff/personnel identifiers and administrative visit codes — not recommended for public release.,enrichment_unpublished
MRI_QC_ALERT_REPORTING_COMMENTS,NA,NA,NA,NA,NA,Internal QC/administrative communications. Variable type listed as integer but described as a comments field; likely text. Note: I92MRQCCOM also appears in MRQC_COMMENTS — potential duplicate variable inclusion across concepts.,enrichment_unpublished
MRI_QC_DATES,NA,NA,NA,NA,NA,Composite of multiple administrative date fields grouped into one concept. Publish set to false as these are process/logistics dates.,enrichment_unpublished
MRI_SCAN_DATE,NA,NA,NA,NA,NA,Administrative exam date. Publish set to false.,enrichment_unpublished
MRI_SCREENING_FORM_COMPLETION_DATE,NA,NA,NA,NA,NA,Administrative form date. Publish set to false.,enrichment_unpublished
MRI_SEQUENCE_ACCEPTED_COMMENTS,NA,NA,NA,NA,NA,Internal QC workflow comments. Variable type listed as integer but described as comments fields; likely text. Grouping covers multiple sequence-specific comment variables.,enrichment_unpublished
MRI_SEQUENCE_DELIVERED_COMMENTS,NA,NA,NA,NA,NA,Internal QC workflow comments about delivery to PPC. Variable type listed as integer but described as comments fields; likely text. Grouping covers multiple sequence-specific comment variables.,enrichment_unpublished
MRI_TRANSMISSION_DATE_TO_MRQC,NA,NA,NA,NA,NA,Administrative logistics date. Publish set to false.,enrichment_unpublished
MRQC_TECHNOLOGIST_ID,NA,NA,NA,NA,NA,Staff/personnel identifier. Publish set to false.,enrichment_unpublished
NAME_CODE,NA,NA,NA,NA,NA,Participant name-derived identifier; should not be published. Limited source descriptions.,enrichment_unpublished
NUMBER_PEOPLE_LIVE_HOUSEHOLD,NA,NA,NA,NA,NA,"Exact duplicate of NUM_PEOPLE_IN_HOUSEHOLD: shares identical varnames G03NPEPL and J03NPEPL, identical descriptions, and identical construct. NUM_PEOPLE_IN_HOUSEHOLD spans all 10 exams and supersedes this concept. Should not be published.",enrichment_unpublished
OC_MOC_ABSTRACTION_DATE,NA,NA,NA,NA,NA,Administrative date variable; not published.,enrichment_unpublished
OC_MOC_ABSTRACTOR_ID,NA,NA,NA,NA,NA,Staff identifier; not published.,enrichment_unpublished
OC_MOC_EXAM_DATE,NA,NA,NA,NA,NA,"Administrative date variable; not published. IMPORTANT: E09EXDAT also appears as the source variable for OTHER_MED_EXAM_DATE — the same raw variable appears to be mapped to two different concepts, which is a likely misclustering or data dictionary error that should be investigated.",enrichment_unpublished
OGTT_ASSAY_DATE_Y25,NA,NA,NA,NA,NA,Specimen handling/administrative date; not a clinical measurement value.,enrichment_unpublished
OGTT_ASSAY_DATE_Y30,NA,NA,NA,NA,NA,Specimen handling/administrative date; not a clinical measurement value.,enrichment_unpublished
OGTT_ASSAY_STATUS_Y25,NA,NA,NA,NA,NA,No value labels provided; status codes unknown without a codebook. Publish false — consistent with treatment of other assay status variables in this family. Analysts should reference original data documentation.,enrichment_unpublished
OGTT_ASSAY_STATUS_Y30,NA,NA,NA,NA,NA,No value labels provided; status codes unknown without a codebook. Publish false — consistent with treatment of other assay status variables in this family. Analysts should reference original data documentation.,enrichment_unpublished
OGTT_ASSAY_TYPE_Y25,NA,NA,NA,NA,NA,No value labels provided; assay type codes unknown without a codebook. Publish false — consistent with treatment of other assay type variables in this family. Analysts should reference original data documentation.,enrichment_unpublished
OGTT_ASSAY_TYPE_Y30,NA,NA,NA,NA,NA,No value labels provided; assay type codes unknown without a codebook. Publish false — consistent with treatment of other assay type variables in this family. Analysts should reference original data documentation.,enrichment_unpublished
OGTT_COLLECT_DATE_Y25,NA,NA,NA,NA,NA,Specimen handling/administrative date; not a clinical measurement value.,enrichment_unpublished
OGTT_COLLECT_DATE_Y30,NA,NA,NA,NA,NA,Specimen handling/administrative date; not a clinical measurement value.,enrichment_unpublished
OGTT_QC_ID,NA,NA,NA,NA,NA,Identifier variable; set to publish=false.,enrichment_unpublished
OGTT_RECEIVED_DATE_Y25,NA,NA,NA,NA,NA,Specimen handling/administrative date; not a clinical measurement value.,enrichment_unpublished
OGTT_RECEIVED_DATE_Y30,NA,NA,NA,NA,NA,Specimen handling/administrative date; not a clinical measurement value.,enrichment_unpublished
OVARIAN_SURGERY_EXAM_DATE,NA,NA,NA,NA,NA,Form descriptions for exam G reference aspirin form (Form 09-MED-ASP) rather than ovarian surgery form — possible documentation error in source metadata.,enrichment_unpublished
OVARIAN_SURGERY_INTERVIEWER_ID,NA,NA,NA,NA,NA,Exam G description references aspirin form (Form 09-MED-ASP) rather than ovarian surgery form — possible documentation error in source metadata.,enrichment_unpublished
PARTICIPANT_QC_ID,NA,NA,NA,NA,NA,Identifier variable; excluded from public publish per guidelines. Available at Exam E only.,enrichment_unpublished
PHLEBOTOMIST_ID,NA,NA,NA,NA,NA,Staff identifier variable; set to publish=false.,enrichment_unpublished
PRECIPITATION_DATE,NA,NA,NA,NA,NA,Administrative lab processing date; not a clinical measurement. Limited source descriptions. Available only at Exams A and B.,enrichment_unpublished
PRF_HBA1C_QC_ID,NA,NA,NA,NA,NA,Identifier variable; set to publish=false. Source descriptions are unintelligible character strings. Limited source descriptions.,enrichment_unpublished
QUALITY_CONTROL_ID,NA,NA,NA,NA,NA,"Value labels (1=First collection, 2=Second collection, 3=Third collection, 9=No aliquot sent) indicate this variable encodes QC collection selection rather than functioning as a simple numeric ID. The variable name and Q17 reference overlap with QUALITY_CONTROL_PARTICIPANT (C39QC); these appear to be related but distinct — one identifies which collection was QC, the other whether the participant was a QC subject.",enrichment_unpublished
RANDOM_ZERO_MACHINE_ID,NA,NA,NA,NA,NA,Equipment identifier; not published per guidelines.,enrichment_unpublished
RAVLT_INTERVIEWER_ID,NA,NA,NA,NA,NA,Staff identifier; excluded from public publish per guidelines.,enrichment_unpublished
RESP_ILLNESS_PHLEGM_COUNT,NA,NA,NA,NA,NA,EXACT DUPLICATE of RESP_ILLNESS_PHLEGM_EPISODES: both map to the same variable A12NOILL with identical description '# OF ILLNESSES W/ PHLEGM FOR 1+ WKS'. One of these two concept IDs must be suppressed or merged. Do not publish until resolved.,enrichment_unpublished
RESP_ILLNESS_PHLEGM_EPISODES,NA,NA,NA,NA,NA,EXACT DUPLICATE of RESP_ILLNESS_PHLEGM_COUNT: both map to the same variable A12NOILL with identical description '# OF ILLNESSES W/ PHLEGM FOR 1+ WKS'. One of these two concept IDs must be suppressed or merged. Do not publish until resolved.,enrichment_unpublished
REVIEWER_ID,NA,NA,NA,NA,NA,Staff identifier; not suitable for public release.,enrichment_unpublished
SONOGRAPHER_ID,NA,NA,NA,NA,NA,Staff identifier; not suitable for public release.,enrichment_unpublished
SUBSTUDY_APPOINTMENT_DATE,NA,NA,NA,NA,NA,Administrative scheduling date — not published. Single exam (E) only.,enrichment_unpublished
TAPE_NUMBER,NA,NA,NA,NA,NA,Administrative recording metadata; not clinically meaningful for public users.,enrichment_unpublished
TB_EXAM_DATE,NA,NA,NA,NA,NA,Limited source descriptions.,enrichment_unpublished
TB_INTERVIEWER_ID,NA,NA,NA,NA,NA,,enrichment_unpublished
TECHNICIAN_ID,NA,NA,NA,NA,NA,"Current label in source data reads 'DXA technician ID' but variable descriptions and form context (Form 40, Echocardiography Technician Worksheet) consistently identify this as an echocardiography technician identifier; the DXA label appears to be a copy-paste error from another form. Staff identifier; should not be published.",enrichment_unpublished
TECHNICIAN_ID_1,NA,NA,NA,NA,NA,Staff identifier; suppressed from public display per publish guidelines. Available at Exam G only.,enrichment_unpublished
TECHNICIAN_ID_2,NA,NA,NA,NA,NA,Staff identifier; suppressed from public display per publish guidelines. Available at Exam G only.,enrichment_unpublished
TECHNICIAN_ID_FORM21,NA,NA,NA,NA,NA,Staff identifier variable; publish set to false per guidelines.,enrichment_unpublished
TECH_ID_URINE_COLLECTION,NA,NA,NA,NA,NA,Staff identifier; excluded from public publish per guidelines.,enrichment_unpublished
TECH_ID_URINE_PROCESSING,NA,NA,NA,NA,NA,Staff identifier; excluded from public publish per guidelines.,enrichment_unpublished
TOBACCO_EXAM_DATE,NA,NA,NA,NA,NA,"Variable A09CO is mapped to both TOBACCO_EXAM_DATE and TOBACCO_CO_CURRENT_BRAND — this is a data mapping error; A09CO's description ('1985 FTC CARBON MONOXIDE OF CURRENT BRD') clearly identifies it as the CO yield variable, not an exam date. The exam date for tobacco at Exam A may be missing from the dataset or the mapping for this concept at Exam A is incorrect.",enrichment_unpublished
TOBACCO_INTERVIEWER_ID,NA,NA,NA,NA,NA,,enrichment_unpublished
TRANSMISSION_DATE,NA,NA,NA,NA,NA,Administrative transmission metadata; not published per guidelines. Limited source descriptions.,enrichment_unpublished
TYPE_A_EXAM_DATE_FORM16,NA,NA,NA,NA,NA,Source descriptions appear corrupted (single letters only). Classified as process/admin date; not published per guidelines.,enrichment_unpublished
TYPE_A_INTERVIEWER_ID,NA,NA,NA,NA,NA,Source descriptions appear corrupted (single letters only). Staff identifier; not published per guidelines.,enrichment_unpublished
URINARY_ALBUMIN_ASSAY_DATE,NA,NA,NA,NA,NA,Administrative/process date; not a clinical measurement.,enrichment_unpublished
URINARY_CREATININE_ASSAY_DATE,NA,NA,NA,NA,NA,Administrative/process date; not a clinical measurement.,enrichment_unpublished
URINARY_CREATININE_COLLECT_DATE,NA,NA,NA,NA,NA,Administrative/process date; not a clinical measurement.,enrichment_unpublished
URINARY_CREATININE_RECEIVED_DATE,NA,NA,NA,NA,NA,Administrative/process date; not a clinical measurement.,enrichment_unpublished
URINE_PROCESSING_DATE,NA,NA,NA,NA,NA,Limited source descriptions. Date/time administrative variable; marked false per publish guidelines. Family assigned to Social & Neighborhood but content is Specimen Collection; likely misclustered.,enrichment_unpublished
URINE_PROCESSING_TIME,NA,NA,NA,NA,NA,Limited source descriptions. Date/time administrative variable; marked false per publish guidelines. Family assigned to Social & Neighborhood but content is Specimen Collection; likely misclustered.,enrichment_unpublished
VCR_START_TIME,NA,NA,NA,NA,NA,Administrative recording metadata; not clinically meaningful for public users.,enrichment_unpublished
VITASTAT_MACHINE_ID,NA,NA,NA,NA,NA,Equipment identifier — not published per identifier suppression policy.,enrichment_unpublished
WALL_MOTION_READ_DATE,NA,NA,NA,NA,NA,Cross-exam conflict: Exam C (varname WMDTREAD) description references reading of wall motion data; Exam H (varname HECHORDDT) description references reading of main measures only. These may represent different read dates for different data types. Consider whether this concept should be split. Administrative date metadata; not published.,enrichment_unpublished
WEIGHT_GE_450LB_FLAG,NA,NA,NA,NA,NA,"Both Exam H and Exam I source descriptions reference 'Exam 7' weight ≥450 lbs — Exam I description likely contains a copy/paste error since Exam I would logically compare against Exam 8. This flag appears to be a protocol routing variable used to handle extreme weights, not a substantive clinical finding. Publish set to false.",enrichment_unpublished
YALTA_QC_ID,NA,NA,NA,NA,NA,Identifier variable; set to publish=false.,enrichment_unpublished
ABP_MACHINE_ID,NA,NA,NA,NA,NA,Family labeled Audiology but content is ABP/cardiovascular — likely misclustered. Equipment identifier suppressed from public view. 'identifier' and 'protocol_component' corrected to 'process_admin' and 'single' per schema standards.,enrichment_unpublished
AMPM_EXAM_TIME,NA,NA,NA,NA,NA,"Duplicate of EXAM_AMPM and TIME_OF_DAY_EXAM; varnames H02AMPM, I02AMPM, J02AMPM appear identically in both AMPM_EXAM_TIME and EXAM_AMPM – these concepts are misclustered and share the same underlying variables. Recommend merging or clarifying which varnames belong to which concept before publication.",enrichment_unpublished
ANALYSIS_TIME_HEART,NA,NA,NA,NA,NA,Administrative time variable; not a clinical measurement. Marked publish=false.,enrichment_unpublished
ASTHMA_MED_CLASS_CODES,NA,NA,NA,NA,NA,Internal medication classification coding variable. Multiple code positions (1–4) per medication per exam stored as separate variables. Not intended for direct public use.,enrichment_unpublished
ASTHMA_MED_EXAM_DATE,NA,NA,NA,NA,NA,"Source variable descriptions reference 'MEDICATION FORM, QUESTION NUMBER' (D09MDQNO, E09MDQNO) rather than an exam date — these variables appear to capture a form or question number, not a date. The concept label 'Exam Date for Asthma Medication Form' is likely incorrect. The underlying variables should be reviewed; this may represent a misclustered or mislabeled concept.",enrichment_unpublished
BIA_DATA_IN_COMPUTER,NA,NA,NA,NA,NA,Process/data entry tracking variable; not a clinical measurement. Misclustered in family F53.,enrichment_unpublished
BIRTH_CONTROL_MED_CLASS_CODES,NA,NA,NA,NA,NA,"Internal medication classification coding variable. Three code positions (1 of 3, 2 of 3, 3 of 3) are collapsed into one concept. Not intended for direct public use.",enrichment_unpublished
BIRTH_CONTROL_SAME_DATE_BP,NA,NA,NA,NA,NA,,enrichment_unpublished
BLOOD_PRESSURE_SAME_DATE_FLAG,NA,NA,NA,NA,NA,Process/administrative flag linking blood pressure and lung exam dates. Only value label is 2=Yes; No response not labeled.,enrichment_unpublished
BP_SAME_DATE_AS_F56,NA,NA,NA,NA,NA,Only one value label provided (2=Yes); no label for other responses. Single exam (G) only. Not published; this is a data collection logistics flag rather than a clinical or survey measure.,enrichment_unpublished
BP_SAME_DATE_FLAG,NA,NA,NA,NA,NA,Only one value label present (2 = Yes). Appears to be a form linkage/administrative flag rather than a clinical or survey variable. Only available at Exam G.,enrichment_unpublished
CENTER_YEAR0,NA,NA,NA,NA,NA,Administrative grouping variable; not a clinical measurement. Publish set to false as it is a site identifier rather than a clinical or survey response variable.,enrichment_unpublished
CHEST_COLD_OFF_WORK,NA,NA,NA,NA,NA,"CHEST_COLD_OFF_WORK and CHEST_COLD_OFF_WORK_3YRS are exact duplicates: identical variable name (A12CHILL), identical description, identical value labels, identical exam coverage. One should be suppressed. Recommend keeping CHEST_COLD_OFF_WORK_3YRS (more descriptive concept_id) and unpublishing this one.",enrichment_unpublished
CHOLESTEROL_ANALYSIS_DATE,NA,NA,NA,NA,NA,Administrative lab processing date; not a clinical measurement. Limited source descriptions.,enrichment_unpublished
CHOL_LOWERING_MED_EXAM_DATE,NA,NA,NA,NA,NA,"Source description reads 'MEDICATION FORM, QUESTION NUMBER' — this does not appear to be an exam date despite the concept label. Possible mislabeling in the concept roster. The variable appears to be an administrative form tracking field. Concept label and concept_id name are likely incorrect.",enrichment_unpublished
CHOL_LOWERING_MED_NUMBER,NA,NA,NA,NA,NA,Administrative sequencing variable with no direct analytic value. Instance_type corrected to 'single'.,enrichment_unpublished
CONSENT_SIGNED,NA,NA,NA,NA,NA,Administrative process variable — not published. No value labels provided. Single exam (E) only.,enrichment_unpublished
COOK_MEDLEY_HELP_COMPLETION,NA,NA,NA,NA,NA,Descriptions are single-character fragments providing no usable content. This is a form administration flag; not a clinical measurement.,enrichment_unpublished
COOK_MEDLEY_ITEM_GOSIP_GROUP,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_GOSIP – identical variable names (A13GOSIP, C13GOSIP), label, and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_GOSIP.",enrichment_unpublished
COOK_MEDLEY_ITEM_GRAB_ALL,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_GRAB – identical variable names (A13GRAB, C13GRAB) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_GRAB.",enrichment_unpublished
COOK_MEDLEY_ITEM_GUARD_FRIENDLY,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_GUARD – identical variable names (A13GUARD, C13GUARD) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_GUARD.",enrichment_unpublished
COOK_MEDLEY_ITEM_HELPO_INCONVENIENCE,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_HELPO – identical variable names (A13HELPO, C13HELPO) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_HELPO.",enrichment_unpublished
COOK_MEDLEY_ITEM_IDEA_ENVY,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_IDEA – identical variable names (A13IDEA, C13IDEA) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_IDEA.",enrichment_unpublished
COOK_MEDLEY_ITEM_SYMPA_RELATIVES,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_SYMPA – identical variable names (A13SYMPA, C13SYMPA), label, and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_SYMPA.",enrichment_unpublished
COOK_MEDLEY_ITEM_TAKE_ORDERS,NA,NA,NA,NA,NA,"Duplicate of COOK_MEDLEY_ITEM_TAKE – identical variable names (A13TAKE, C13TAKE) and descriptions. Recommend suppressing this concept and retaining COOK_MEDLEY_ITEM_TAKE.",enrichment_unpublished
CORE_INDICATOR,NA,NA,NA,NA,NA,Limited source descriptions. Available at Exam G only. Relationship to CARDIA_QC_PARTICIPANT_YN and CORE_QC_PARTICIPANT_YN_EARLY is unclear; may be redundant.,enrichment_unpublished
COUGH_HELP_SCREEN,NA,NA,NA,NA,NA,"Administrative screen header variable, not a clinical measurement.",enrichment_unpublished
CT_NAME_CODE,NA,NA,NA,NA,NA,Likely an identifier or data entry field. Limited source descriptions. Published as false per identifier rules. Family labeled 'Sleep Questionnaire' but content is CT scan completion — likely misclustered.,enrichment_unpublished
CT_SCAN_PERMISSION,NA,NA,NA,NA,NA,"Consent/permission tracking variable for a clinical procedure, functioning as administrative protocol documentation. Available at Exam E only.",enrichment_unpublished
CT_STUDY_ID,NA,NA,NA,NA,NA,Identifier variable; published false per guidelines. Family labeled 'Sleep Questionnaire' but content is CT scan completion — likely misclustered.,enrichment_unpublished
CURRENTLY_ATTENDING_SCHOOL_YN,NA,NA,NA,NA,NA,"Shares identical variable names (H03SCNOW, I03SCNOW, J03SCNOW) with CURRENTLY_ATTENDING_SCHOOL. Only one value label is present (1=No), which is incomplete and suggests this is either a duplicate concept entry or a derived indicator flag. Recommend consolidation with CURRENTLY_ATTENDING_SCHOOL and suppression of this concept.",enrichment_unpublished
DATA_ENTRY_ID,NA,NA,NA,NA,NA,Administrative identifier; not suitable for public release.,enrichment_unpublished
DATE_30_DAYS_PRIOR,NA,NA,NA,NA,NA,Administrative reference date used to bound the 30-day recall period. Not a direct survey response or clinical measurement; publish set to false.,enrichment_unpublished
DATE_BLOOD_DRAWN,NA,NA,NA,NA,NA,Exam date/administrative date variable; set to publish=false.,enrichment_unpublished
ECHO_PROTOCOL_DEVIATIONS,NA,NA,NA,NA,NA,Limited source descriptions.,enrichment_unpublished
ECHO_STUDY_ID,NA,NA,NA,NA,NA,Study identifier; marked publish=false per guidelines. Limited source descriptions.,enrichment_unpublished
EVER_ATTEND_TRADE_SCHOOL,NA,NA,NA,NA,NA,Shares identical variable names and descriptions with EVER_ATTEND_TECHNICAL_SCHOOL. Appears to be a duplicate concept. Set publish=false pending consolidation.,enrichment_unpublished
EXAM2_STATUS,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM2_STATUS_CODE — both map to the same source variable (X2STATUS) with identical descriptions. One of these two concepts should be suppressed. Marked publish=false pending consolidation review.,enrichment_unpublished
EXAM2_TARGET_DATE,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM2_TARGET_DATE_CODED — both map to the same source variable (X2EXPDT) with identical descriptions. One of these two concepts should be suppressed. Administrative scheduling date; marked false per publish guidelines.,enrichment_unpublished
EXAM2_TARGET_DATE_CODED,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM2_TARGET_DATE — both map to the same source variable (X2EXPDT) with identical descriptions. One of these two concepts should be suppressed. Administrative scheduling date; marked false per publish guidelines.,enrichment_unpublished
EXAM2_WINDOW,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM2_WINDOW_CODE — both map to the same source variable (X2WINDOW) with identical descriptions. One of these two concepts should be suppressed. Marked publish=false pending consolidation review.,enrichment_unpublished
EXAM3_STATUS,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM3_STATUS_CODE — both map to the same source variable (X3STATUS) with identical descriptions. One of these two concepts should be suppressed. Marked publish=false pending consolidation review.,enrichment_unpublished
EXAM3_TARGET_DATE,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM3_TARGET_DATE_CODED — both map to the same source variable (X3EXPDT) with identical descriptions. One of these two concepts should be suppressed. Administrative scheduling date; marked false per publish guidelines.,enrichment_unpublished
EXAM3_TARGET_DATE_CODED,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM3_TARGET_DATE — both map to the same source variable (X3EXPDT) with identical descriptions. One of these two concepts should be suppressed. Administrative scheduling date; marked false per publish guidelines.,enrichment_unpublished
EXAM3_WINDOW,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM3_WINDOW_CODE — both map to the same source variable (X3WINDOW) with identical descriptions. One of these two concepts should be suppressed. Marked publish=false pending consolidation review.,enrichment_unpublished
EXAM4_STATUS,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM4_STATUS_CODE — both map to the same source variable (X4STATUS) with identical descriptions. One of these two concepts should be suppressed. Marked publish=false pending consolidation review. Note: exam 4 uses codes E or H (not A as in exams 2–3).,enrichment_unpublished
EXAM4_TARGET_DATE,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM4_TARGET_DATE_CODED — both map to the same source variable (X4EXPDT) with identical descriptions. One of these two concepts should be suppressed. Administrative scheduling date; marked false per publish guidelines.,enrichment_unpublished
EXAM4_TARGET_DATE_CODED,NA,NA,NA,NA,NA,Confirmed duplicate of EXAM4_TARGET_DATE — both map to the same source variable (X4EXPDT) with identical descriptions. One of these two concepts should be suppressed. Administrative scheduling date; marked false per publish guidelines.,enrichment_unpublished
EXAM4_WEIGHT_AVAILABLE,NA,NA,NA,NA,NA,Protocol/data availability flag used to determine questionnaire routing. Not a clinical measurement; publish set to false.,enrichment_unpublished
EXAM4_WINDOW,NA,NA,NA,NA,NA,Duplicate of EXAM4_WINDOW_CODE — both map to X4WINDOW with identical descriptions. Limited source descriptions.,enrichment_unpublished
EXAM4_WINDOW_CODE,NA,NA,NA,NA,NA,Duplicate of EXAM4_WINDOW — both map to X4WINDOW with identical descriptions. Limited source descriptions.,enrichment_unpublished
EXAM5_TARGET_DATE,NA,NA,NA,NA,NA,Scheduling/administrative date — not published per guidelines. Limited source descriptions.,enrichment_unpublished
EXAM5_WINDOW,NA,NA,NA,NA,NA,Duplicate of EXAM5_WINDOW_CODE — both map to X5WINDOW with identical descriptions. Limited source descriptions.,enrichment_unpublished
EXAM5_WINDOW_CODE,NA,NA,NA,NA,NA,Duplicate of EXAM5_WINDOW — both map to X5WINDOW with identical descriptions. Limited source descriptions.,enrichment_unpublished
EXAM7_WEIGHT_AVAILABLE,NA,NA,NA,NA,NA,Protocol/data availability flag used to determine questionnaire routing. Only value label is '1=No'. Publish set to false.,enrichment_unpublished
EXAM8_WEIGHT_AVAILABLE,NA,NA,NA,NA,NA,Protocol/data availability flag used to determine questionnaire routing. Only value label is '1=No'. Publish set to false.,enrichment_unpublished
EXAM_AMPM,NA,NA,NA,NA,NA,"Varnames H02AMPM, I02AMPM, J02AMPM appear identically in both EXAM_AMPM and AMPM_EXAM_TIME – these two concepts are misclustered and share the same underlying variables. EXAM_AMPM additionally includes early varnames (AM_PM_1, AM_PM_2) and G02CAMPM. Resolution of this duplication is needed before publication. TIME_OF_DAY_EXAM is a related but distinct variable (actual time value vs. AM/PM indicator).",enrichment_unpublished
EXAM_AM_PM,NA,NA,NA,NA,NA,"AM/PM is a coarse categorical version of time-of-day; EXAM_TIME_COMPLETION captures the same information with higher precision. Only one value label provided (AM). Set to publish=false as redundant with EXAM_TIME_COMPLETION; if that variable is published, this one adds little incremental value.",enrichment_unpublished
EXAM_DATE_FORM7,NA,NA,NA,NA,NA,Form administration date; publish set to false per guidelines.,enrichment_unpublished
F08_EXDAT,NA,NA,NA,NA,NA,Form administration date; not published per guidelines.,enrichment_unpublished
FIRST_NAME_INITIALS,NA,NA,NA,NA,NA,Participant identifier field; publish=false per guidelines.,enrichment_unpublished
FORM11_HELP_WITH_FORM,NA,NA,NA,NA,NA,Process/administrative variable capturing data collection conditions. Limited source descriptions; descriptions contain only fragmented characters. May be useful for interpreting data quality of accompanying family history variables.,enrichment_unpublished
FORM14B_SAME_DATE_AS_BP,NA,NA,NA,NA,NA,Administrative/data quality variable. Source descriptions are single characters only. Limited source descriptions. Only one value label present (2=Yes); no No label documented.,enrichment_unpublished
FORM14_HELP_NEEDED,NA,NA,NA,NA,NA,Source descriptions are single characters only; no additional detail available. Limited source descriptions. Administrative/data quality variable; not recommended for public display.,enrichment_unpublished
FORM31_EXAM_DATE,NA,NA,NA,NA,NA,"Form administration date. Varnames include F65EXDAT in addition to the expected E31EXDAT, F31EXDAT, and J31EXDAT; the F65EXDAT variable may represent a different form or data entry variant and warrants investigation.",enrichment_unpublished
FORM36_SAME_DATE_BP_TAKEN,NA,NA,NA,NA,NA,Only one response code documented (2 = 'Yes'); no 'No' code present. Available at only 2 exams (Years 20 and 25). This appears to be a data collection protocol tracking variable with limited research utility.,enrichment_unpublished
FORM38_BP_SAME_DATE_FLAG,NA,NA,NA,NA,NA,Only one value label present (code 2 = Yes); no code for No or missing. Process/administrative flag; not a clinical measurement.,enrichment_unpublished
FORM_COMMENTS_INDICATOR,NA,NA,NA,NA,NA,Form administration metadata — not published.,enrichment_unpublished
FORM_HELP_COMPLETION,NA,NA,NA,NA,NA,Limited source descriptions – variable descriptions are single characters only. Form administration metadata; not a clinical measurement.,enrichment_unpublished
FORM_VERSION,NA,NA,NA,NA,NA,Administrative metadata; not a participant measurement.,enrichment_unpublished
GENERAL_MED_SAME_DATE_BP,NA,NA,NA,NA,NA,Process/administrative variable linking form dates; not a clinical measurement.,enrichment_unpublished
HBA1C_COMMENTS,NA,NA,NA,NA,NA,Free-text comment field likely containing data quality or processing notes. Publish set to FALSE.,enrichment_unpublished
HBP_MED_CLASS_CODES,NA,NA,NA,NA,NA,Internal coding artifact assigned by study staff. Requires codebook to interpret; not useful as a standalone published variable. Variable spans multiple columns (codes 1–4) per medication.,enrichment_unpublished
